comment,cleaned_comments,Tagged
به نسبت قیمتش کیفیتش خوبه...,به نسبت قیمتش کیفیتش خوبه …,"[('به', 'ADP'), ('نسبت', 'NOUN,EZ'), ('قیمتش', 'NOUN'), ('کیفیتش', 'NOUN'), ('خوبه', 'VERB'), ('…', 'PUNCT')]"
عالیه هیچ مشکلی تو این 7 ماه نداشته.,عالیه هیچ مشکلی تو این ۷ ماه نداشته,"[('عالیه', 'NOUN'), ('هیچ', 'DET'), ('مشکلی', 'NOUN'), ('تو', 'ADP'), ('این', 'DET'), ('۷', 'NUM'), ('ماه', 'NOUN'), ('نداشته', 'VERB')]"
من موهام خشکه و با این خشک‌تر شد. ولی برای موهای معمولی یا چرب مناسبه فکر کنم,من موهام خشکه و با این خشک‌تر شد ولی برای موهای معمولی یا چرب مناسبه فکر کنم,"[('من', 'PRON'), ('موهام', 'NOUN'), ('خشکه', 'NOUN'), ('و', 'CCONJ'), ('با', 'ADP'), ('این', 'PRON'), ('خشک\u200cتر', 'ADJ'), ('شد', 'VERB'), ('ولی', 'CCONJ'), ('برای', 'ADP,EZ'), ('موهای', 'NOUN,EZ'), ('معمولی', 'ADJ'), ('یا', 'CCONJ'), ('چرب', 'ADJ,EZ'), ('مناسبه', 'NOUN'), ('فکر', 'NOUN'), ('کنم', 'VERB')]"
سلام من سه ماهه این گوشی رو دارم باید بگم اگه میخواید یه گوشی ارزون ولی با سخت افزار قدرتمند داشته باشید همینو بخرید و توش شک نکنید.مطمئن باشید سامسونگ و برند هایی که قیمت های سربه فلک کشیده دارن توش الماس و طلا کار نشده همین سخت افزار رو دارن منتها چون اسم در کردن قیمت رو دو برابر هواوی عرضه میکنن.من از گوشی خیلی راضیم فقط دو تا مشکل داره که اونم زیاد اهمیتی واسم نداره اول اینکه باتری خیلی دیر شارژ میشه ینی از 4 درصد تا 100 درصد فیکس 3 الی 3/5 ساعت طول میکشه ولی خب همونجور خیلی شارژ رو خوب نگه میداره یعنی تو استفاده معمولی 3 روز دوام میاره.دوم اینکه تاچ ضعیفی داره بجز این من نقطه ضعف دیگه ای ندیدم یا علی,سلام من سه ماهه این گوشی رو دارم باید بگم اگه میخواید یه گوشی ارزون ولی با سخت‌افزار قدرتمند داشته باشید همینو بخرید و توش شک نکنید مطمئن باشید سامسونگ و برند هایی که قیمت‌های سربه فلک کشیده دارن توش الماس و طلا کار نشده همین سخت‌افزار رو دارن منتها چون اسم در کردن قیمت رو دو برابر هواوی عرضه میکنن من از گوشی خیلی راضیم فقط دو تا مشکل داره که اونم زیاد اهمیتی واسم نداره اول اینکه باتری خیلی دیر شارژ میشه ینی از ۴ درصد تا ۱۰۰ درصد فیکس ۳ الی ۳  ۵ ساعت طول میکشه ولی خب همونجور خیلی شارژ رو خوب نگه میداره یعنی تو استفاده معمولی ۳ روز دوام میاره دوم اینکه تاچ ضعیفی داره بجز این من نقطه‌ضعف دیگه‌ای ندیدم یا علی,"[('سلام', 'NOUN,EZ'), ('من', 'PRON'), ('سه', 'NUM'), ('ماهه', 'NOUN,EZ'), ('این', 'DET'), ('گوشی', 'NOUN'), ('رو', 'ADP'), ('دارم', 'VERB'), ('باید', 'VERB'), ('بگم', 'VERB'), ('اگه', 'SCONJ'), ('میخواید', 'VERB'), ('یه', 'NUM'), ('گوشی', 'NOUN,EZ'), ('ارزون', 'ADJ'), ('ولی', 'CCONJ'), ('با', 'ADP'), ('سخت\u200cافزار', 'NOUN,EZ'), ('قدرتمند', 'ADJ'), ('داشته_باشید', 'VERB'), ('همینو', 'PRON'), ('بخرید', 'VERB'), ('و', 'CCONJ'), ('توش', 'NOUN'), ('شک', 'NOUN'), ('نکنید', 'VERB'), ('مطمئن', 'ADJ'), ('باشید', 'VERB'), ('سامسونگ', 'NOUN'), ('و', 'CCONJ'), ('برند', 'NOUN'), ('هایی', 'NOUN'), ('که', 'SCONJ'), ('قیمت\u200cهای', 'NOUN,EZ'), ('سربه', 'NOUN,EZ'), ('فلک', 'NOUN'), ('کشیده', 'VERB'), ('دارن', 'VERB'), ('توش', 'NOUN'), ('الماس', 'NOUN'), ('و', 'CCONJ'), ('طلا', 'NOUN'), ('کار', 'NOUN'), ('نشده', 'VERB'), ('همین', 'DET'), ('سخت\u200cافزار', 'NOUN'), ('رو', 'ADP'), ('دارن', 'VERB'), ('منتها', 'CCONJ'), ('چون', 'SCONJ'), ('اسم', 'NOUN'), ('در', 'ADP'), ('کردن', 'NOUN,EZ'), ('قیمت', 'NOUN'), ('رو', 'ADP'), ('دو', 'NUM'), ('برابر', 'NOUN,EZ'), ('هواوی', 'NOUN'), ('عرضه', 'NOUN,EZ'), ('میکنن', 'NOUN'), ('من', 'PRON'), ('از', 'ADP'), ('گوشی', 'NOUN,EZ'), ('خیلی', 'ADV'), ('راضیم', 'VERB'), ('فقط', 'ADV'), ('دو', 'NUM'), ('تا', 'NOUN'), ('مشکل', 'NOUN'), ('داره', 'VERB'), ('که', 'SCONJ'), ('اونم', 'PRON'), ('زیاد', 'ADJ'), ('اهمیتی', 'NOUN'), ('واسم', 'NOUN'), ('نداره', 'VERB'), ('اول', 'ADV'), ('اینکه', 'CCONJ'), ('باتری', 'NOUN'), ('خیلی', 'ADV'), ('دیر', 'ADV'), ('شارژ', 'NOUN,EZ'), ('میشه', 'NOUN,EZ'), ('ینی', 'ADJ'), ('از', 'ADP'), ('۴', 'NUM'), ('درصد', 'NOUN'), ('تا', 'ADP'), ('۱۰۰', 'NUM'), ('درصد', 'NOUN,EZ'), ('فیکس', 'NOUN'), ('۳', 'NUM'), ('الی', 'ADP'), ('۳', 'NUM'), ('۵', 'NUM'), ('ساعت', 'NOUN'), ('طول', 'NOUN'), ('میکشه', 'VERB'), ('ولی', 'CCONJ'), ('خب', 'ADV'), ('همونجور', 'ADJ'), ('خیلی', 'ADV'), ('شارژ', 'NOUN'), ('رو', 'ADP'), ('خوب', 'ADJ'), ('نگه', 'NOUN'), ('میداره', 'VERB'), ('یعنی', 'CCONJ'), ('تو', 'PRON'), ('استفاده', 'NOUN,EZ'), ('معمولی', 'ADJ'), ('۳', 'NUM'), ('روز', 'NOUN'), ('دوام', 'NOUN,EZ'), ('میاره', 'NOUN,EZ'), ('دوم', 'ADJ'), ('اینکه', 'CCONJ'), ('تاچ', 'NOUN,EZ'), ('ضعیفی', 'ADJ'), ('داره', 'VERB'), ('بجز', 'ADP'), ('این', 'DET'), ('من', 'PRON'), ('نقطه\u200cضعف', 'NOUN,EZ'), ('دیگه\u200cای', 'PRON'), ('ندیدم', 'VERB'), ('یا', 'CCONJ'), ('علی', 'NOUN')]"
فوق‌العاده جاروی خوبی است پیشنهاد میکنم,فوق‌العاده جاروی خوبی است پیشنهاد می‌کنم,"[('فوق\u200cالعاده', 'ADV'), ('جاروی', 'NOUN,EZ'), ('خوبی', 'ADJ'), ('است', 'VERB'), ('پیشنهاد', 'NOUN'), ('می\u200cکنم', 'VERB')]"
"سلام 10روزی هس گرفتم فعلا ک خوبه باتری رو اول ک اخطار باتری داد زدم 8ساعت شارژ و شب دیگه هم باز 8ساعت زدم و بعدش تا 50 و 40 درصد زدم فول شه بنظرم بهتره نزارید بیاد پایین طبق فیلمهایی ک خود دیجی گذاشته و برنامه نیترو شارژم از بازار بگیرید ک 100درصد شد هشدار بده بکشید با این روشها باطریش فعلا ک ضعفی نداشته از آنر8لایت خیلی بهتره باتریش. 
دروربین نسبت به هزینه ای ک میکنید خوبه
نکته صفحه گوشی چون مدیریت باطری داره اندرویدش فعال باشه فک میکنید کیفیتش خوب نیست مخصوصا تو بازار  موبایل ک تست میکنید ولی تو خونه خوبه و کمی از هانر لایت 8 پیکسلش کمتره ک میتونید تست کنید،","سلام ۱۰ روزی هس گرفتم فعلا ک خوبه باتری رو اول ک اخطار باتری داد زدم ۸ ساعت شارژ و شب دیگه هم باز ۸ ساعت زدم و بعدش تا ۵۰ و ۴۰ درصد زدم فول شه بنظرم بهتره نزارید بیاد پایین طبق فیلمهایی ک خود دیجی گذاشته و برنامه نیترو شارژم از بازار بگیرید ک ۱۰۰ درصد شد هشدار بده بکشید با این روشها باطریش فعلا ک ضعفی نداشته از آنر ۸ لایت خیلی بهتره باتریش 
دروربین نسبت به هزینه‌ای ک می‌کنید خوبه
نکته صفحه گوشی چون مدیریت باطری داره اندرویدش فعال باشه فک می‌کنید کیفیتش خوب نیست مخصوصا تو بازار موبایل ک تست می‌کنید ولی تو خونه خوبه و کمی از هانر لایت ۸ پیکسلش کمتره ک میتونید تست کنید","[('سلام', 'NOUN'), ('۱۰', 'NUM'), ('روزی', 'NOUN'), ('هس', 'NOUN'), ('گرفتم', 'VERB'), ('فعلا', 'ADV'), ('ک', 'NOUN'), ('خوبه', 'VERB'), ('باتری', 'NOUN'), ('رو', 'ADP'), ('اول', 'ADJ,EZ'), ('ک', 'NOUN'), ('اخطار', 'NOUN'), ('باتری', 'NOUN'), ('داد', 'NOUN'), ('زدم', 'VERB'), ('۸', 'NUM'), ('ساعت', 'NOUN,EZ'), ('شارژ', 'NOUN'), ('و', 'CCONJ'), ('شب', 'NOUN,EZ'), ('دیگه', 'PRON'), ('هم', 'CCONJ'), ('باز', 'ADV'), ('۸', 'NUM'), ('ساعت', 'NOUN'), ('زدم', 'VERB'), ('و', 'CCONJ'), ('بعدش', 'CCONJ'), ('تا', 'ADP'), ('۵۰', 'NUM'), ('و', 'CCONJ'), ('۴۰', 'NUM'), ('درصد', 'NOUN'), ('زدم', 'VERB'), ('فول', 'NOUN'), ('شه', 'NOUN'), ('بنظرم', 'VERB'), ('بهتره', 'VERB'), ('نزارید', 'VERB'), ('بیاد', 'VERB'), ('پایین', 'ADV'), ('طبق', 'NOUN,EZ'), ('فیلمهایی', 'NOUN'), ('ک', 'NOUN'), ('خود', 'PRON'), ('دیجی', 'ADJ'), ('گذاشته', 'VERB'), ('و', 'CCONJ'), ('برنامه', 'NOUN,EZ'), ('نیترو', 'NOUN'), ('شارژم', 'NOUN'), ('از', 'ADP'), ('بازار', 'NOUN'), ('بگیرید', 'VERB'), ('ک', 'NOUN'), ('۱۰۰', 'NUM'), ('درصد', 'NOUN'), ('شد', 'VERB'), ('هشدار', 'NOUN'), ('بده', 'VERB'), ('بکشید', 'VERB'), ('با', 'ADP'), ('این', 'DET'), ('روشها', 'NOUN'), ('باطریش', 'ADJ'), ('فعلا', 'ADV'), ('ک', 'NOUN'), ('ضعفی', 'NOUN'), ('نداشته', 'VERB'), ('از', 'ADP'), ('آنر', 'NOUN'), ('۸', 'NUM'), ('لایت', 'NOUN'), ('خیلی', 'ADV'), ('بهتره', 'VERB'), ('باتریش', 'NOUN'), ('دروربین', 'NOUN'), ('نسبت', 'NOUN'), ('به', 'ADP'), ('هزینه\u200cای', 'NOUN'), ('ک', 'NOUN'), ('می\u200cکنید', 'VERB'), ('خوبه', 'VERB'), ('نکته', 'NOUN,EZ'), ('صفحه', 'NOUN,EZ'), ('گوشی', 'NOUN'), ('چون', 'SCONJ'), ('مدیریت', 'NOUN,EZ'), ('باطری', 'NOUN'), ('داره', 'VERB'), ('اندرویدش', 'NOUN'), ('فعال', 'ADJ'), ('باشه', 'VERB'), ('فک', 'NOUN'), ('می\u200cکنید', 'VERB'), ('کیفیتش', 'NOUN'), ('خوب', 'ADJ'), ('نیست', 'VERB'), ('مخصوصا', 'ADV'), ('تو', 'PRON'), ('بازار', 'NOUN,EZ'), ('موبایل', 'NOUN'), ('ک', 'NOUN'), ('تست', 'VERB'), ('می\u200cکنید', 'VERB'), ('ولی', 'CCONJ'), ('تو', 'ADP'), ('خونه', 'NOUN'), ('خوبه', 'VERB'), ('و', 'CCONJ'), ('کمی', 'ADJ'), ('از', 'ADP'), ('هانر', 'NOUN'), ('لایت', 'NOUN'), ('۸', 'NUM'), ('پیکسلش', 'NOUN,EZ'), ('کمتره', 'ADJ'), ('ک', 'NOUN'), ('میتونید', 'VERB'), ('تست', 'NOUN'), ('کنید', 'VERB')]"
دوستانی ک انتقاد میکنن و توی شگفت انگیز هم خریدن نباید از این عطر با این قیمت انتظار ماندگاری بالایی داشته باشن ولی در حد خودش ماندگاری خوبی دازه در ضمن نت میانی عطر هم فوق العاده خوش بوئه,دوستانی ک انتقاد میکنن و توی شگفت‌انگیز هم خریدن نباید از این عطر با این قیمت انتظار ماندگاری بالایی داشته باشن ولی در حد خودش ماندگاری خوبی دازه در ضمن نت میانی عطر هم فوق‌العاده خوش بوئه,"[('دوستانی', 'NOUN'), ('ک', 'NOUN'), ('انتقاد', 'NOUN,EZ'), ('میکنن', 'NOUN'), ('و', 'CCONJ'), ('توی', 'ADP,EZ'), ('شگفت\u200cانگیز', 'ADJ'), ('هم', 'CCONJ'), ('خریدن', 'NOUN'), ('نباید', 'VERB'), ('از', 'ADP'), ('این', 'DET'), ('عطر', 'NOUN'), ('با', 'ADP'), ('این', 'DET'), ('قیمت', 'NOUN'), ('انتظار', 'NOUN,EZ'), ('ماندگاری', 'NOUN,EZ'), ('بالایی', 'ADJ'), ('داشته', 'VERB'), ('باشن', 'VERB'), ('ولی', 'CCONJ'), ('در', 'ADP'), ('حد', 'NOUN,EZ'), ('خودش', 'PRON'), ('ماندگاری', 'NOUN,EZ'), ('خوبی', 'ADJ'), ('دازه', 'NOUN'), ('در', 'ADP'), ('ضمن', 'NOUN,EZ'), ('نت', 'NOUN,EZ'), ('میانی', 'ADJ'), ('عطر', 'NOUN'), ('هم', 'CCONJ'), ('فوق\u200cالعاده', 'ADV'), ('خوش', 'ADJ'), ('بوئه', 'NOUN')]"
برای گوشی هایی که احتیاج به شارژر 2 آمپر دارند بسیار عالیه  چون اگه   دقت نکنید و شارژر های با آمپر پایین تر بگیرید ،خیلی خیلی کند  شارژ میکنه    اما مثل شارژری که به برق وصل کردید شارژ میکنه    .من که خیلی راضی هستم,برای گوشی هایی که احتیاج به شارژر ۲ آمپر دارند بسیار عالیه چون اگه دقت نکنید و شارژر‌های با آمپر پایین‌تر بگیرید خیلی خیلی کند شارژ میکنه اما مثل شارژری که به برق وصل کردید شارژ میکنه من که خیلی راضی هستم,"[('برای', 'ADP,EZ'), ('گوشی', 'NOUN,EZ'), ('هایی', 'NOUN'), ('که', 'SCONJ'), ('احتیاج', 'NOUN'), ('به', 'ADP'), ('شارژر', 'NOUN'), ('۲', 'NUM'), ('آمپر', 'NOUN'), ('دارند', 'VERB'), ('بسیار', 'ADV'), ('عالیه', 'ADJ'), ('چون', 'ADV'), ('اگه', 'SCONJ'), ('دقت', 'NOUN'), ('نکنید', 'VERB'), ('و', 'CCONJ'), ('شارژر\u200cهای', 'NOUN,EZ'), ('با', 'ADP'), ('آمپر', 'NOUN'), ('پایین\u200cتر', 'ADJ'), ('بگیرید', 'VERB'), ('خیلی', 'ADV'), ('خیلی', 'ADV'), ('کند', 'VERB'), ('شارژ', 'NOUN'), ('میکنه', 'VERB'), ('اما', 'CCONJ'), ('مثل', 'ADV,EZ'), ('شارژری', 'NOUN'), ('که', 'SCONJ'), ('به', 'ADP'), ('برق', 'NOUN'), ('وصل', 'NOUN'), ('کردید', 'VERB'), ('شارژ', 'NOUN'), ('میکنه', 'VERB'), ('من', 'PRON'), ('که', 'SCONJ'), ('خیلی', 'ADV'), ('راضی', 'ADJ'), ('هستم', 'VERB')]"
"در کل از خرید خودم راضی ام پیراهن توی تن خیلی خوب می ایسته و خیلی خوش فرمه جنسش هم جین هست دوستان دقت کنین، اندازه پیراهن هم نسبتا بلنده و در کل از 10 میشه بهش امتیاز 8 رو داد
ممنون از دیجی کالای عزیز","در کل از خرید خودم راضی‌ام پیراهن توی تن خیلی خوب می‌ایسته و خیلی خوش فرمه جنسش هم جین هست دوستان دقت کنین اندازه پیراهن هم نسبتا بلنده و در کل از ۱۰ میشه بهش امتیاز ۸ رو داد
ممنون از دیجی کالای عزیز","[('در', 'ADP'), ('کل', 'NOUN'), ('از', 'ADP'), ('خرید', 'NOUN,EZ'), ('خودم', 'PRON'), ('راضی\u200cام', 'VERB'), ('پیراهن', 'NOUN'), ('توی', 'ADP,EZ'), ('تن', 'NOUN'), ('خیلی', 'ADV'), ('خوب', 'ADJ'), ('می\u200cایسته', 'VERB'), ('و', 'CCONJ'), ('خیلی', 'ADV'), ('خوش', 'ADJ'), ('فرمه', 'VERB'), ('جنسش', 'NOUN'), ('هم', 'CCONJ'), ('جین', 'NOUN'), ('هست', 'VERB'), ('دوستان', 'NOUN,EZ'), ('دقت', 'NOUN'), ('کنین', 'VERB'), ('اندازه', 'NOUN,EZ'), ('پیراهن', 'NOUN'), ('هم', 'CCONJ'), ('نسبتا', 'ADV'), ('بلنده', 'ADJ'), ('و', 'CCONJ'), ('در', 'ADP'), ('کل', 'NOUN'), ('از', 'ADP'), ('۱۰', 'NUM'), ('میشه', 'NOUN'), ('بهش', 'ADP'), ('امتیاز', 'NOUN,EZ'), ('۸', 'NUM'), ('رو', 'NOUN'), ('داد', 'VERB'), ('ممنون', 'ADJ'), ('از', 'ADP'), ('دیجی', 'ADJ,EZ'), ('کالای', 'NOUN,EZ'), ('عزیز', 'ADJ')]"
نورش خوبه.سفیده. ولی چشم رو میزنه.در کل خووبه.,نورش خوبه سفیده ولی چشم رو میزنه در کل خووبه,"[('نورش', 'NOUN'), ('خوبه', 'VERB'), ('سفیده', 'VERB'), ('ولی', 'CCONJ'), ('چشم', 'NOUN'), ('رو', 'ADP'), ('میزنه', 'NOUN'), ('در', 'ADP'), ('کل', 'NOUN,EZ'), ('خووبه', 'NOUN')]"
من برنامه نویس هستم و بعد از 8 سال کار از این کیبورد خریدم تا درد انگشتهام شاید کمتر بشن. الان 4 سال بیشتر هستش که از این کیبورد استفاده میکنم. این کیبورد فقط به شدت به آب حساسه و چند قطره آب واسه سوختنش کافیه. غیر از اون ایرادی ندیدم. برای بعضی ممکنه ابعاد بزرگش ایراد باشه واسه من نیست. برای دوستم هم خریدم از این. برای محل کارم هم یه دونه خریدم. به برنامه نویسها پیشنهادش میکنم.,من برنامه‌نویس هستم و بعد از ۸ سال کار از این کیبورد خریدم تا درد انگشتهام شاید کمتر بشن الان ۴ سال بیشتر هستش که از این کیبورد استفاده می‌کنم این کیبورد فقط به شدت به آب حساسه و چند قطره آب واسه سوختنش کافیه غیر از اون ایرادی ندیدم برای بعضی ممکنه ابعاد بزرگش ایراد باشه واسه من نیست برای دوستم هم خریدم از این برای محل کارم هم یه دونه خریدم به برنامه نویسها پیشنهادش می‌کنم,"[('من', 'PRON'), ('برنامه\u200cنویس', 'NOUN'), ('هستم', 'VERB'), ('و', 'CCONJ'), ('بعد', 'ADP'), ('از', 'ADP'), ('۸', 'NUM'), ('سال', 'NOUN,EZ'), ('کار', 'NOUN'), ('از', 'ADP'), ('این', 'DET'), ('کیبورد', 'NOUN'), ('خریدم', 'VERB'), ('تا', 'SCONJ'), ('درد', 'NOUN,EZ'), ('انگشتهام', 'NOUN'), ('شاید', 'ADV'), ('کمتر', 'ADJ'), ('بشن', 'VERB'), ('الان', 'ADV'), ('۴', 'NUM'), ('سال', 'NOUN'), ('بیشتر', 'ADV'), ('هستش', 'VERB'), ('که', 'SCONJ'), ('از', 'ADP'), ('این', 'DET'), ('کیبورد', 'NOUN'), ('استفاده', 'NOUN'), ('می\u200cکنم', 'VERB'), ('این', 'DET'), ('کیبورد', 'NOUN'), ('فقط', 'ADV'), ('به', 'ADP'), ('شدت', 'NOUN'), ('به', 'ADP'), ('آب', 'NOUN,EZ'), ('حساسه', 'NOUN'), ('و', 'CCONJ'), ('چند', 'DET'), ('قطره', 'NOUN'), ('آب', 'NOUN,EZ'), ('واسه', 'ADP,EZ'), ('سوختنش', 'NOUN'), ('کافیه', 'NOUN'), ('غیر', 'NOUN'), ('از', 'ADP'), ('اون', 'DET'), ('ایرادی', 'NOUN'), ('ندیدم', 'VERB'), ('برای', 'ADP,EZ'), ('بعضی', 'PRON'), ('ممکنه', 'VERB'), ('ابعاد', 'NOUN,EZ'), ('بزرگش', 'ADJ'), ('ایراد', 'NOUN'), ('باشه', 'VERB'), ('واسه', 'ADP'), ('من', 'PRON'), ('نیست', 'VERB'), ('برای', 'ADP,EZ'), ('دوستم', 'NOUN'), ('هم', 'CCONJ'), ('خریدم', 'VERB'), ('از', 'ADP'), ('این', 'PRON'), ('برای', 'ADP,EZ'), ('محل', 'NOUN,EZ'), ('کارم', 'NOUN'), ('هم', 'CCONJ'), ('یه', 'NUM'), ('دونه', 'NOUN'), ('خریدم', 'VERB'), ('به', 'ADP'), ('برنامه', 'NOUN,EZ'), ('نویسها', 'NOUN'), ('پیشنهادش', 'NOUN'), ('می\u200cکنم', 'VERB')]"
